id_denuncia,texto_denuncia,nivel_risco
704,Me chamaram de feio no recreio.,Baixo Risco
705,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na quarta.,Baixo Risco
706,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
707,Esconderam meu estojo de sacanagem.,Baixo Risco
708,Me chamaram de feio no recreio. - Aconteceu na terça.,Baixo Risco
709,Vi um cara vendendo drogas no portão e ele disse que está armado. - Aconteceu na sexta.,Alto Risco
710,Um grupo ameaçou invadir a escola armados porque expulsaram um amigo deles. - Aconteceu na quinta.,Alto Risco
711,Um grupo ficou me encurralando no banheiro no intervalo.,Risco Moderado
712,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
713,Um aluno da minha sala trouxe uma faca na mochila e me mostrou. - Aconteceu na sexta.,Alto Risco
714,Esconderam meu estojo de sacanagem.,Baixo Risco
715,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
716,Me chamaram de feio no recreio. - Aconteceu na terça.,Baixo Risco
717,Esconderam meu estojo de sacanagem.,Baixo Risco
718,Estão combinando um ataque armado no grupo do Discord da escola. - Aconteceu na terça.,Alto Risco
719,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
720,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar.,Risco Moderado
721,Encontraram um revólver escondido no banheiro masculino.,Alto Risco
722,Me chamaram de feio no recreio.,Baixo Risco
723,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na sexta.,Baixo Risco
724,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na quinta.,Baixo Risco
725,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
726,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
727,Um menino da outra turma me deu língua.,Baixo Risco
728,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
729,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
730,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na quinta.,Baixo Risco
731,Ficam mandando mensagens me xingando de lixo todos os dias. - Aconteceu na quarta.,Risco Moderado
732,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
733,Um menino da outra turma me deu língua.,Baixo Risco
734,Falaram mal do meu cabelo hoje de manhã. - Aconteceu na quinta.,Baixo Risco
735,Colocaram um apelido chato em mim durante a aula de educação física.,Baixo Risco
736,Um grupo ameaçou invadir a escola armados porque expulsaram um amigo deles. - Aconteceu na sexta.,Alto Risco
737,Avisaram que vão me bater na saída da escola hoje. - Aconteceu na quinta.,Risco Moderado
738,Avisaram que vão me bater na saída da escola hoje. - Aconteceu na sexta.,Risco Moderado
739,Me chamaram de feio no recreio.,Baixo Risco
740,Um menino da outra turma me deu língua.,Baixo Risco
741,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
742,Encontraram um revólver escondido no banheiro masculino.,Alto Risco
743,Falaram mal do meu cabelo hoje de manhã. - Aconteceu na quarta.,Baixo Risco
744,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
745,Estão espalhando mentiras graves sobre mim para a escola inteira. - Aconteceu na sexta.,Risco Moderado
746,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
747,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
748,Um menino da outra turma me deu língua.,Baixo Risco
749,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na terça.,Risco Moderado
750,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo. - Aconteceu na quinta.,Risco Moderado
751,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na quarta.,Baixo Risco
752,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
753,Me chamaram de feio no recreio. - Aconteceu na segunda.,Baixo Risco
754,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
755,Estão combinando um ataque armado no grupo do Discord da escola.,Alto Risco
756,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na sexta.,Baixo Risco
757,Um menino da outra turma me deu língua.,Baixo Risco
758,Um grupo ficou me encurralando no banheiro no intervalo.,Risco Moderado
759,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo. - Aconteceu na terça.,Risco Moderado
760,Vi um cara vendendo drogas no portão e ele disse que está armado.,Alto Risco
761,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na quinta.,Baixo Risco
762,Um aluno ameaçou matar a professora depois de levar uma advertência.,Alto Risco
763,Estão espalhando mentiras graves sobre mim para a escola inteira. - Aconteceu na terça.,Risco Moderado
764,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na sexta.,Baixo Risco
765,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
766,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
767,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na terça.,Risco Moderado
768,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
769,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na terça.,Baixo Risco
770,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
771,Um menino da outra turma me deu língua.,Baixo Risco
772,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na sexta.,Risco Moderado
773,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
774,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
775,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
776,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na sexta.,Risco Moderado
777,Pegaram minha borracha e não devolveram.,Baixo Risco
778,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar.,Risco Moderado
779,Me chamaram de feio no recreio. - Aconteceu na quarta.,Baixo Risco
780,Falaram mal do meu cabelo hoje de manhã. - Aconteceu na quinta.,Baixo Risco
781,Pegaram minha borracha e não devolveram.,Baixo Risco
782,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na quinta.,Baixo Risco
783,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
784,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
785,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
786,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
787,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
788,Esconderam meu estojo de sacanagem.,Baixo Risco
789,Pegaram minha borracha e não devolveram.,Baixo Risco
790,Vi um cara vendendo drogas no portão e ele disse que está armado. - Aconteceu na terça.,Alto Risco
791,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
792,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
793,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
794,Estão combinando um ataque armado no grupo do Discord da escola.,Alto Risco
795,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
796,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na sexta.,Baixo Risco
797,Encontraram um revólver escondido no banheiro masculino.,Alto Risco
798,Um menino da outra turma me deu língua.,Baixo Risco
799,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na quarta.,Risco Moderado
800,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
801,Encontraram um revólver escondido no banheiro masculino.,Alto Risco
802,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
803,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
804,"Bateram muito num menino no pátio, ele estava sangrando bastante. - Aconteceu na terça.",Alto Risco
805,Pegaram minha borracha e não devolveram.,Baixo Risco
806,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na terça.,Baixo Risco
807,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na quarta.,Risco Moderado
808,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo. - Aconteceu na sexta.,Risco Moderado
809,Ele disse que não tem mais vontade de viver e que vai fazer uma besteira amanhã na escola. - Aconteceu na terça.,Alto Risco
810,Ficam mandando mensagens me xingando de lixo todos os dias. - Aconteceu na terça.,Risco Moderado
811,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
812,Encontraram um revólver escondido no banheiro masculino. - Aconteceu na terça.,Alto Risco
813,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
814,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
815,Me chamaram de feio no recreio. - Aconteceu na segunda.,Baixo Risco
816,Pegaram minha borracha e não devolveram. - Aconteceu na sexta.,Baixo Risco
817,"Me empurraram na escada de propósito, quase caí. - Aconteceu na sexta.",Risco Moderado
818,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
819,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
820,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo. - Aconteceu na terça.,Risco Moderado
821,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na quarta.,Risco Moderado
822,Me chamaram de feio no recreio. - Aconteceu na quarta.,Baixo Risco
823,Um grupo ficou me encurralando no banheiro no intervalo.,Risco Moderado
824,Um aluno da minha sala trouxe uma faca na mochila e me mostrou.,Alto Risco
825,Colocaram um apelido chato em mim durante a aula de educação física.,Baixo Risco
826,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na quinta.,Risco Moderado
827,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
828,Um aluno ameaçou matar a professora depois de levar uma advertência. - Aconteceu na quarta.,Alto Risco
829,Encontraram um revólver escondido no banheiro masculino.,Alto Risco
830,Avisaram que vão me bater na saída da escola hoje. - Aconteceu na sexta.,Risco Moderado
831,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
832,Esconderam meu estojo de sacanagem.,Baixo Risco
833,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na terça.,Baixo Risco
834,Esconderam meu estojo de sacanagem.,Baixo Risco
835,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na segunda.,Risco Moderado
836,Um grupo ficou me encurralando no banheiro no intervalo.,Risco Moderado
837,Esconderam meu estojo de sacanagem.,Baixo Risco
838,Estão combinando um ataque armado no grupo do Discord da escola.,Alto Risco
839,Avisaram que vão me bater na saída da escola hoje. - Aconteceu na quinta.,Risco Moderado
840,Esconderam meu estojo de sacanagem. - Aconteceu na sexta.,Baixo Risco
841,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
842,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo. - Aconteceu na sexta.,Risco Moderado
843,Me chamaram de feio no recreio. - Aconteceu na terça.,Baixo Risco
844,Um menino da outra turma me deu língua.,Baixo Risco
845,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na terça.,Baixo Risco
846,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na sexta.,Baixo Risco
847,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na terça.,Risco Moderado
848,Ele disse que não tem mais vontade de viver e que vai fazer uma besteira amanhã na escola. - Aconteceu na sexta.,Alto Risco
849,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
850,Colocaram um apelido chato em mim durante a aula de educação física.,Baixo Risco
851,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na terça.,Risco Moderado
852,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo. - Aconteceu na segunda.,Risco Moderado
853,Falaram mal do meu cabelo hoje de manhã. - Aconteceu na sexta.,Baixo Risco
854,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na quarta.,Risco Moderado
855,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na quinta.,Baixo Risco
856,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na segunda.,Baixo Risco
857,Esconderam meu estojo de sacanagem. - Aconteceu na quinta.,Baixo Risco
858,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
859,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na quinta.,Baixo Risco
860,Estão espalhando mentiras graves sobre mim para a escola inteira. - Aconteceu na quinta.,Risco Moderado
861,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
862,Me chamaram de feio no recreio.,Baixo Risco
863,Um grupo ficou me encurralando no banheiro no intervalo.,Risco Moderado
864,Pegaram minha borracha e não devolveram.,Baixo Risco
865,Me chamaram de feio no recreio. - Aconteceu na quinta.,Baixo Risco
866,Avisaram que vão me bater na saída da escola hoje. - Aconteceu na quinta.,Risco Moderado
867,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar.,Risco Moderado
868,Um aluno ameaçou matar a professora depois de levar uma advertência. - Aconteceu na quinta.,Alto Risco
869,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na quarta.,Baixo Risco
870,Estão combinando um ataque armado no grupo do Discord da escola.,Alto Risco
871,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
872,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
873,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
874,Me chamaram de feio no recreio. - Aconteceu na terça.,Baixo Risco
875,Pegaram minha borracha e não devolveram. - Aconteceu na segunda.,Baixo Risco
876,Esconderam meu estojo de sacanagem. - Aconteceu na quinta.,Baixo Risco
877,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na terça.,Risco Moderado
878,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
879,Um menino da outra turma me deu língua. - Aconteceu na quarta.,Baixo Risco
880,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
881,Um aluno da minha sala trouxe uma faca na mochila e me mostrou.,Alto Risco
882,Um aluno da minha sala trouxe uma faca na mochila e me mostrou.,Alto Risco
883,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
884,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
885,Pegaram minha borracha e não devolveram. - Aconteceu na quarta.,Baixo Risco
886,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na terça.,Risco Moderado
887,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
888,Esconderam meu estojo de sacanagem.,Baixo Risco
889,Me chamaram de feio no recreio. - Aconteceu na terça.,Baixo Risco
890,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na quarta.,Risco Moderado
891,Pegaram minha borracha e não devolveram. - Aconteceu na segunda.,Baixo Risco
892,Pegaram minha borracha e não devolveram.,Baixo Risco
893,Falaram mal do meu cabelo hoje de manhã. - Aconteceu na segunda.,Baixo Risco
894,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na quinta.,Risco Moderado
895,"Me empurraram na escada de propósito, quase caí. - Aconteceu na quinta.",Risco Moderado
896,Pegaram minha borracha e não devolveram. - Aconteceu na sexta.,Baixo Risco
897,Colocaram um apelido chato em mim durante a aula de educação física.,Baixo Risco
898,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na quarta.,Risco Moderado
899,Avisaram que vão me bater na saída da escola hoje. - Aconteceu na terça.,Risco Moderado
900,Um menino da outra turma me deu língua.,Baixo Risco
901,Esconderam meu estojo de sacanagem.,Baixo Risco
902,Esconderam meu estojo de sacanagem.,Baixo Risco
903,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar.,Risco Moderado
904,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo. - Aconteceu na quarta.,Risco Moderado
905,Um aluno ameaçou matar a professora depois de levar uma advertência.,Alto Risco
906,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
907,Um grupo ficou me encurralando no banheiro no intervalo.,Risco Moderado
908,Me chamaram de feio no recreio.,Baixo Risco
909,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
910,Um menino da outra turma me deu língua.,Baixo Risco
911,Um menino da outra turma me deu língua. - Aconteceu na quinta.,Baixo Risco
912,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na sexta.,Risco Moderado
913,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na quarta.,Risco Moderado
914,Um menino da outra turma me deu língua.,Baixo Risco
915,Um grupo ficou me encurralando no banheiro no intervalo.,Risco Moderado
916,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na sexta.,Risco Moderado
917,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
918,Um aluno ameaçou matar a professora depois de levar uma advertência.,Alto Risco
919,Um aluno ameaçou matar a professora depois de levar uma advertência.,Alto Risco
920,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na quinta.,Risco Moderado
921,Me chamaram de feio no recreio.,Baixo Risco
922,"Me empurraram na escada de propósito, quase caí. - Aconteceu na quarta.",Risco Moderado
923,Esconderam meu estojo de sacanagem. - Aconteceu na sexta.,Baixo Risco
924,Me chamaram de feio no recreio. - Aconteceu na quarta.,Baixo Risco
925,Pegaram minha borracha e não devolveram.,Baixo Risco
926,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na quinta.,Risco Moderado
927,Um grupo ameaçou invadir a escola armados porque expulsaram um amigo deles.,Alto Risco
928,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na terça.,Baixo Risco
929,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na quinta.,Baixo Risco
930,Um grupo ficou me encurralando no banheiro no intervalo. - Aconteceu na sexta.,Risco Moderado
931,Me chamaram de feio no recreio. - Aconteceu na quarta.,Baixo Risco
932,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na sexta.,Risco Moderado
933,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na segunda.,Risco Moderado
934,Um menino da outra turma me deu língua. - Aconteceu na quinta.,Baixo Risco
935,Me chamaram de feio no recreio.,Baixo Risco
936,Um menino da outra turma me deu língua. - Aconteceu na quarta.,Baixo Risco
937,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
938,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na terça.,Baixo Risco
939,Me chamaram de feio no recreio.,Baixo Risco
940,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na quinta.,Risco Moderado
941,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
942,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
943,Pegaram minha borracha e não devolveram.,Baixo Risco
944,Encontraram um revólver escondido no banheiro masculino.,Alto Risco
945,Me chamaram de feio no recreio.,Baixo Risco
946,Pegaram minha borracha e não devolveram.,Baixo Risco
947,Encontraram um revólver escondido no banheiro masculino.,Alto Risco
948,Esconderam meu estojo de sacanagem. - Aconteceu na terça.,Baixo Risco
949,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na quinta.,Baixo Risco
950,Estão espalhando mentiras graves sobre mim para a escola inteira. - Aconteceu na quinta.,Risco Moderado
951,Ficam rindo da minha roupa quando eu chego na sala. - Aconteceu na terça.,Baixo Risco
952,Esconderam meu estojo de sacanagem. - Aconteceu na segunda.,Baixo Risco
953,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na quinta.,Baixo Risco
954,Esconderam meu estojo de sacanagem.,Baixo Risco
955,Vi um cara vendendo drogas no portão e ele disse que está armado.,Alto Risco
956,Esconderam meu estojo de sacanagem. - Aconteceu na terça.,Baixo Risco
957,Pegaram minha borracha e não devolveram. - Aconteceu na quinta.,Baixo Risco
958,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
959,Avisaram que vão me bater na saída da escola hoje. - Aconteceu na quinta.,Risco Moderado
960,Estão combinando um ataque armado no grupo do Discord da escola. - Aconteceu na quinta.,Alto Risco
961,Ele disse que não tem mais vontade de viver e que vai fazer uma besteira amanhã na escola.,Alto Risco
962,Ficam mandando mensagens me xingando de lixo todos os dias. - Aconteceu na segunda.,Risco Moderado
963,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na segunda.,Risco Moderado
964,Me chamaram de feio no recreio. - Aconteceu na quarta.,Baixo Risco
965,Me chamaram de feio no recreio. - Aconteceu na quinta.,Baixo Risco
966,Fizeram um grupo no WhatsApp e não me adicionaram.,Baixo Risco
967,Colocaram um apelido chato em mim durante a aula de educação física.,Baixo Risco
968,Me chamaram de feio no recreio.,Baixo Risco
969,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar. - Aconteceu na terça.,Risco Moderado
970,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na terça.,Baixo Risco
971,Esconderam meu estojo de sacanagem. - Aconteceu na segunda.,Baixo Risco
972,"Me empurraram na escada de propósito, quase caí.",Risco Moderado
973,Estão espalhando mentiras graves sobre mim para a escola inteira. - Aconteceu na sexta.,Risco Moderado
974,Estão combinando um ataque armado no grupo do Discord da escola. - Aconteceu na quinta.,Alto Risco
975,Rasgaram meu caderno inteiro e jogaram minha mochila no lixo.,Risco Moderado
976,"Me empurraram na escada de propósito, quase caí. - Aconteceu na segunda.",Risco Moderado
977,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar.,Risco Moderado
978,Ficam mandando mensagens me xingando de lixo todos os dias.,Risco Moderado
979,Pegaram minha borracha e não devolveram.,Baixo Risco
980,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
981,"Bateram muito num menino no pátio, ele estava sangrando bastante.",Alto Risco
982,Criaram um perfil falso no Instagram só para postar fotos minhas e me humilhar.,Risco Moderado
983,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
984,Roubaram meu dinheiro do lanche e disseram que se eu contar vão me pegar. - Aconteceu na sexta.,Risco Moderado
985,Ele disse que não tem mais vontade de viver e que vai fazer uma besteira amanhã na escola.,Alto Risco
986,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
987,Um aluno da minha sala trouxe uma faca na mochila e me mostrou. - Aconteceu na terça.,Alto Risco
988,Encontraram um revólver escondido no banheiro masculino. - Aconteceu na quarta.,Alto Risco
989,Fizeram um grupo no WhatsApp e não me adicionaram. - Aconteceu na sexta.,Baixo Risco
990,Estão combinando um ataque armado no grupo do Discord da escola. - Aconteceu na segunda.,Alto Risco
991,Esconderam meu estojo de sacanagem. - Aconteceu na quarta.,Baixo Risco
992,Colocaram um apelido chato em mim durante a aula de educação física. - Aconteceu na quarta.,Baixo Risco
993,Pegaram minha borracha e não devolveram. - Aconteceu na terça.,Baixo Risco
994,Me chamaram de feio no recreio. - Aconteceu na quinta.,Baixo Risco
995,Avisaram que vão me bater na saída da escola hoje.,Risco Moderado
996,Falaram mal do meu cabelo hoje de manhã.,Baixo Risco
997,Me chamaram de feio no recreio.,Baixo Risco
998,Ficam rindo da minha roupa quando eu chego na sala.,Baixo Risco
999,Pegaram minha borracha e não devolveram. - Aconteceu na quinta.,Baixo Risco
1000,Estão espalhando mentiras graves sobre mim para a escola inteira.,Risco Moderado
